1,0.4408207993777964,-0.205391199312,5.77942,2.95395,
6,0.7048887835625929,-0.245931880906,4.85338,2.66398,
11,0.6916724496708307,-0.330792542479,4.89271,2.54701,
16,0.7730809561133204,-0.377070873484,4.37874,2.40372,
21,0.8067222289108302,-0.366246630191,4.11074,2.31885,
26,0.83378449974543,-0.379957537546,3.93891,2.25967,
31,0.8405147804542138,-0.387541978842,3.90484,2.20781,
36,0.8512127348689941,-0.34495229424,3.80651,2.15851,
41,0.8634409834427138,-0.312986613343,3.74502,2.10805,
46,0.8672978658117272,-0.315592333374,3.67061,2.05456,
51,0.867515545932373,-0.296459235092,3.6159,1.99681,
56,0.8825558459500676,-0.301231034414,3.52332,1.93403,
61,0.8811909634578157,-0.211438643098,3.59382,1.86614,
66,0.8959981351118711,-0.217192370029,3.4716,1.79383,
71,0.8811579504961381,-0.232118506962,3.48503,1.72244,
76,0.8945250262437746,-0.266293811779,3.37618,1.65055,
81,0.8959574111629725,-0.245795969849,3.43722,1.58103,
86,0.90103306760585,-0.222728863277,3.31033,1.50977,
91,0.9062009429212571,-0.239814790556,3.40433,1.44804,
96,0.9020831438723197,-0.22486706568,3.40768,1.38812,
1,0.8810258985407511,-0.235345556975,3.53162,1.43146,
6,0.8580908555481981,-0.233287683898,3.64919,1.94554,
11,0.8730749798042144,-0.232704238111,3.71491,2.03566,
